word,count,sep
wealthy,57,good
scandal,57,good
backdrop,57,good
bonds,57,good
narration,57,good
petty,57,good
settings,57,good
opposites,57,good
shocked,57,good
killers,57,good
glance,57,good
wonder,57,good
squad,57,good
lacklustre,57,good
tag,57,good
appreciation,57,good
favourites,57,good
author,57,good
danger,57,good
minds,57,good
cameos,56,good
downfall,56,good
steps,56,good
suspicious,56,good
awards,56,good
throne,56,good
gloomy,56,good
REALLY,56,good
sign,56,good
manhwa,56,good
vulnerability,56,good
rivalry,56,good
Female,56,good
Production,56,good
trash,56,good
hotel,56,good
goodbye,56,good
aesthetic,56,good
Heart,55,good
curse,55,good
beloved,55,good
misery,55,good
severe,55,good
heck,55,good
thankful,55,good
conclusions,55,good
financial,55,good
Male,55,good
peak,55,good
Romantic,55,good
tear,55,good
suits,55,good
circles,55,good
unconventional,55,good
definite,55,good
immense,55,good
sitcom,55,good
presentation,55,good
crying,55,good
traumatic,55,good
weaknesses,55,good
buildup,54,good
angsty,54,good
reasoning,54,good
grandma,54,good
chase,54,good
humorous,54,good
awkwardness,54,good
Episodes,54,good
cultural,54,good
centre,54,good
motion,54,good
cycle,54,good
decades,54,good
fourth,54,good
bearable,54,good
gang,54,good
cover,54,good
street,54,good
account,54,good
Actors,54,good
stomach,54,good
bold,54,good
window,54,good
skin,53,good
teachers,53,good
melo,53,good
ear,53,good
official,53,good
passive,53,good
Bad,53,good
amusing,53,good
celebrity,53,good
say,53,good
dilemma,53,good
belief,53,good
cutesy,53,good
cry,53,good
sharp,53,good
faults,53,good
looking,53,good
blame,53,good
crap,53,good
kudos,53,good
challenge,53,good
conspiracy,53,good
sea,53,good
rush,53,good
lovey,53,good
investigative,52,good
cut,52,good
instances,52,good
melodramas,52,good
slapstick,52,good
Main,52,good
consideration,52,good
fat,52,good
uncle,52,good
silent,52,good
grandson,52,good
cons,52,good
off,52,good
Enough,52,good
disbelief,52,good
shift,52,good
sport,52,good
investment,52,good
subtitles,52,good
harassment,52,good
awe,52,good
damage,52,good
standout,52,good
generous,52,good
closest,52,good
innovative,52,good
Thanks,52,good
guard,52,good
quote,52,good
sorts,52,good
discovery,52,good
contemporary,52,good
false,52,good
viewing,52,good
upper,52,good
countries,52,good
loveable,52,good
c,52,good
button,52,good
excessive,52,good
prepared,52,good
devil,51,good
disorder,51,good
schemes,51,good
rounded,51,good
determination,51,good
tho,51,good
convoluted,51,good
task,51,good
mentor,51,good
hye,51,good
heavier,51,good
sword,51,good
sentence,51,good
gift,51,good
multi,51,good
meaningless,51,good
scripts,51,good
cake,51,good
theory,51,good
morning,51,good
bed,50,good
pro,50,good
channel,50,good
lackluster,50,good
urge,50,good
blend,50,good
release,50,good
truths,50,good
collection,50,good
insecure,50,good
comedies,50,good
compassion,50,good
persons,50,good
damsel,50,good
additional,50,good
distant,50,good
overdone,50,good
player,50,good
repeat,50,good
train,50,good
faith,50,good
dovey,50,good
Side,50,good
charge,50,good
conservative,50,good
overused,50,good
drug,50,good
dear,50,good
prosecutors,50,good
sentimental,50,good
inside,50,good
rival,50,good
minimal,50,good
manipulation,49,good
sacrifice,49,good
price,49,good
Lets,49,good
movement,49,good
cafe,49,good
root,49,good
response,49,good
distinct,49,good
parody,49,good
chairman,49,good
objective,49,good
insecurities,49,good
cameo,49,good
fierce,49,good
army,49,good
casual,49,good
highlights,49,good
century,49,good
research,49,good
spectrum,49,good
chaotic,49,good
stakes,49,good
desperation,49,good
correct,49,good
kissing,49,good
virus,49,good
eccentric,49,good
rain,49,good
pass,49,good
gray,49,good
sincerity,48,good
slower,48,good
demon,48,good
inspiration,48,good
stand,48,good
coz,48,good
lost,48,good
upcoming,48,good
employees,48,good
intimacy,48,good
developed,48,good
portion,48,good
borderline,48,good
well,48,good
hungry,48,good
duty,48,good
anticlimactic,48,good
unnatural,48,good
intricate,48,good
poetic,48,good
useful,48,good
alcohol,48,good
depressed,48,good
controversy,48,good
layer,48,good
reviewers,48,good
hopeless,48,good
ACTING,48,good
unforgettable,47,good
Soundtrack,47,good
hold,47,good
20s,47,good
jarring,47,good
dose,47,good
vampires,47,good
contact,47,good
Chinese,47,good
hyuk,47,good
mild,47,good
emotionless,47,good
angel,47,good
reference,47,good
humble,47,good
warming,47,good
characteristics,47,good
careful,47,good
quotes,47,good
anxious,47,good
arms,47,good
welcome,47,good
captivating,47,good
MLs,47,good
span,47,good
pride,47,good
miniseries,47,good
worthwhile,47,good
sheer,47,good
Value,47,good
timelines,47,good
strangers,47,good
irrelevant,47,good
affairs,47,good
Note,47,good
profession,47,good
colour,46,good
cinematic,46,good
reckless,46,good
trial,46,good
study,46,good
palpable,46,good
peaceful,46,good
courtroom,46,good
eager,46,good
undeniable,46,good
traumas,46,good
residents,46,good
eun,46,good
highest,46,good
larger,46,good
relations,46,good
principles,46,good
Ok,46,good
clumsy,46,good
elite,46,good
classical,46,good
sageuks,46,good
scores,46,good
model,46,good
bitch,46,good
concerned,46,good
folks,46,good
involvement,46,good
pattern,46,good
unhappy,46,good
cunning,46,good
tissues,46,good
examples,46,good
green,46,good
scale,46,good
unlikable,46,good
Happiness,46,good
unsure,46,good
existent,46,good
reporter,46,good
principal,45,good
letdown,45,good
explicit,45,good
drunk,45,good
punch,45,good
reputation,45,good
methods,45,good
singing,45,good
private,45,good
halfway,45,good
movements,45,good
laughable,45,good
ancient,45,good
neighborhood,45,good
scope,45,good
sibling,45,good
setups,45,good
damn,45,good
lets,45,good
ambiguous,45,good
camaraderie,45,good
fangirl,45,good
tree,45,good
illegal,45,good
lengths,45,good
heartstrings,45,good
omg,45,good
despair,45,good
gruesome,45,good
blank,45,good
disease,45,good
left,45,good
literal,45,good
Happy,44,good
relation,44,good
western,44,good
in,44,good
shifts,44,good
concepts,44,good
midway,44,good
shades,44,good
producer,44,good
card,44,good
judgement,44,good
impeccable,44,good
happier,44,good
lips,44,good
heartbreak,44,good
liking,44,good
superior,44,good
stock,44,good
pet,44,good
foreign,44,good
scriptwriters,44,good
turning,44,good
encounter,44,good
market,44,good
page,44,good
store,44,good
polar,44,good
Revenge,44,good
burden,44,good
empathetic,44,good
soooo,44,good
trials,44,good
awareness,43,good
plotholes,43,good
gripping,43,good
adventure,43,good
simplicity,43,good
dependent,43,good
expressive,43,good
females,43,good
pregnant,43,good
shady,43,good
wealth,43,good
obsessive,43,good
forest,43,good
photography,43,good
funniest,43,good
layered,43,good
mindset,43,good
seasoned,43,good
connected,43,good
distance,43,good
asleep,43,good
forms,43,good
scars,43,good
bickering,43,good
fancy,43,good
sweetheart,43,good
station,43,good
mistress,43,good
unsatisfying,43,good
worries,43,good
gaps,43,good
overarching,43,good
portrayals,43,good
target,43,good
companies,43,good
unbearable,43,good
sassy,42,good
entirety,42,good
push,42,good
lesser,42,good
misleading,42,good
choppy,42,good
deeds,42,good
above,42,good
hugs,42,good
reminiscent,42,good
Part,42,good
videos,42,good
flutter,42,good
corny,42,good
timid,42,good
yeon,42,good
boredom,42,good
fathers,42,good
=,42,good
unfamiliar,42,good
method,42,good
youthful,42,good
versatile,42,good
desires,42,good
stages,42,good
cohesive,42,good
rage,42,good
bullies,42,good
latest,42,good
societal,42,good
dilemmas,42,good
national,42,good
mask,42,good
joo,42,good
commitment,42,good
glasses,42,good
fave,41,good
loopholes,41,good
tomorrow,41,good
unit,41,good
Time,41,good
familial,41,good
religious,41,good
unresolved,41,good
minimum,41,good
archetype,41,good
strict,41,good
shortcomings,41,good
idealistic,41,good
nurse,41,good
applause,41,good
clips,41,good
parties,41,good
cruelty,41,good
record,41,good
sole,41,good
ties,41,good
cherry,41,good
reunion,41,good
local,41,good
rewatchable,41,good
scheme,41,good
substantial,41,good
switch,41,good
competent,41,good
preference,41,good
unexplained,41,good
reminder,41,good
taxi,41,good
cross,41,good
tedious,41,good
quarter,41,good
threat,41,good
bizarre,41,good
piano,41,good
subs,41,good
sleep,41,good
procedural,41,good
despicable,41,good
peoples,41,good
exploration,41,good
sweetest,41,good
disgusting,41,good
anime,41,good
unpopular,41,good
10th,41,good
tiresome,41,good
tier,40,good
pilot,40,good
conflicted,40,good
meal,40,good
quest,40,good
rise,40,good
fewer,40,good
drive,40,good
ingredients,40,good
wishes,40,good
limit,40,good
significance,40,good
swoon,40,good
utter,40,good
numbers,40,good
evolution,40,good
legendary,40,good
training,40,good
selfless,40,good
suit,40,good
floor,40,good
dish,40,good
heads,40,good
tender,40,good
sloppy,40,good
intentional,40,good
Little,40,good
voices,40,good
Big,40,good
rushed,40,good
parenting,40,good
urban,40,good
animation,40,good
locations,40,good
politicians,40,good
harder,40,good
miss,40,good
semi,40,good
Perfect,40,good
I,40,good
delicious,40,good
beat,40,good
solutions,40,good
recommendation,40,good
roof,40,good
discussion,40,good
stone,39,good
underlying,39,good
magnificent,39,good
terrific,39,good
tall,39,good
wardrobe,39,good
lengthy,39,good
realization,39,good
sexuality,39,good
mouse,39,good
aunt,39,good
extended,39,good
inspiring,39,good
dragging,39,good
loved,39,good
costume,39,good
shell,39,good
nerve,39,good
nervous,39,good
flowers,39,good
paths,39,good
imperfect,39,good
romcoms,39,good
purposes,39,good
errors,39,good
suspect,39,good
nuances,39,good
phase,39,good
insignificant,39,good
NOTE,39,good
motherhood,39,good
morality,39,good
cynical,39,good
sinister,39,good
lively,39,good
ice,39,good
unlikeable,39,good
feature,38,good
wait,38,good
battles,38,good
schooler,38,good
territory,38,good
expert,38,good
no,38,good
sacrifices,38,good
moods,38,good
wisdom,38,good
dire,38,good
avid,38,good
speechless,38,good
starting,38,good
glimpses,38,good
unclear,38,good
peculiar,38,good
stretch,38,good
neat,38,good
thrills,38,good
eyed,38,good
stealer,38,good
poverty,38,good
stereotype,38,good
helpless,38,good
manga,38,good
sufficient,38,good
stressful,38,good
negatives,38,good
coma,38,good
instant,38,good
soap,38,good
epitome,38,good
Anyways,38,good
smaller,38,good
sunshine,38,good
features,38,good
instrumentals,38,good
styles,38,good
proof,38,good
climatic,38,good
moon,38,good
drinking,38,good
Playlist,37,good
tags,37,good
percent,37,good
indifferent,37,good
versatility,37,good
aggressive,37,good
bite,37,good
display,37,good
race,37,good
charts,37,good
stupidity,37,good
check,37,good
critique,37,good
object,37,good
safety,37,good
vocal,37,good
dual,37,good
impatient,37,good
fullest,37,good
spoiled,37,good
winter,37,good
gun,37,good
positives,37,good
nasty,37,good
CAST,37,good
palette,37,good
chill,37,good
shout,37,good
external,37,good
computer,37,good
therapy,37,good
documentary,37,good
slump,37,good
package,37,good
weather,37,good
lifestyle,37,good
profile,37,good
intrigues,37,good
Interesting,37,good
aged,37,good
occasional,37,good
driver,37,good
perpetrators,37,good
Rating,37,good
mass,37,good
mode,37,good
considerate,37,good
provoking,37,good
midst,37,good
picky,36,good
miracle,36,good
handful,36,good
weaker,36,good
torture,36,good
conventional,36,good
wooden,36,good
na,36,good
tricks,36,good
strings,36,good
wind,36,good
tune,36,good
psychology,36,good
sitting,36,good
rational,36,good
trap,36,good
ball,36,good
religion,36,good
satire,36,good
gripe,36,good
Way,36,good
confrontation,36,good
protective,36,good
symbolism,36,good
occasions,36,good
charms,36,good
aftermath,36,good
demise,36,good
conviction,36,good
obnoxious,36,good
impressions,36,good
sensible,36,good
colorful,36,good
unfinished,36,good
