actor_name,drama_name,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score
Kim Yeo Jin,Witch's Court,6.3,8.2,7.1,5.1,6.8
Kim Yeong Cheol,Happy Home,6.5,8.0,4.8,5.5,7.2
Kim Yeong Cheol,Jang Young Shil,8.6,9.4,8.1,7.2,8.9
Kim Yeong Cheol,My Country: The New Age,8.7,9.6,9.0,7.8,9.0
Kim Yeong Cheol,My Father Is Strange,9.2,9.5,8.6,8.5,9.3
Kim Yeong Cheol,"The King of Tears, Lee Bang Won",5.0,8.0,1.0,1.0,4.8
Kim Yeong Cheol,Times,7.2,8.5,7.2,4.4,7.2
Kim Yeong Sang,Do Dream,8.0,7.5,10.0,3.0,6.0
Kim Yi Kyung,Here's My Plan,9.0,9.5,9.4,8.4,9.1
Kim Yi Kyung,My Fuxxxxx Romance,6.9,7.9,7.3,5.0,7.2
Kim Yi Kyung,Pure Melo District,2.5,5.5,3.5,1.0,3.0
Kim Yi Seo,Blue Birthday,8.9,7.8,8.3,7.8,8.6
Kim Yo Han,A Love So Beautiful,8.0,7.8,8.0,6.1,7.3
Kim Yo Han,School 2021,7.3,8.0,8.3,5.4,7.5
Kim Yong Gun,Marriage Contract,8.2,9.5,8.4,7.8,8.6
Kim Yong Hee,The Witch Store Reopening,5.5,4.2,5.4,4.6,5.4
Kim Yong Ji,Somebody,5.5,9.3,6.5,3.4,6.0
Kim Yong Ji,Tale of the Nine-Tailed,7.8,8.6,8.3,7.0,7.8
Kim Yong Ji,Tale of the Nine-Tailed 1938,8.2,9.3,7.9,8.4,8.8
Kim Yong Jin,109 Strange Things,5.8,6.5,5.6,4.1,6.0
Kim Yong Rim,"Father, I’ll Take Care of You",7.5,7.6,6.2,3.9,6.8
Kim Yoo Jin,How to Hate You,8.2,8.8,7.6,7.8,8.4
Kim Yoo Jung,Angry Mom,8.7,9.2,7.7,7.1,8.6
Kim Yoo Jung,Backstreet Rookie,7.5,9.0,8.3,6.7,8.3
Kim Yoo Jung,Clean with Passion for Now,7.4,9.1,8.1,6.2,7.5
Kim Yoo Jung,Love Cells Season 2,4.6,7.8,6.0,3.9,5.9
Kim Yoo Jung,Love in the Moonlight,8.4,9.6,8.6,8.6,8.9
Kim Yoo Jung,Lovers of the Red Sky,6.5,7.0,7.2,5.1,6.2
Kim Yoo Mi,Bong Soon: A Cyborg in Love,8.0,7.5,7.5,6.0,7.8
Kim Yoo Mi,Delicious Love,2.2,3.0,4.2,1.0,2.7
Kim Yoo Mi,"Hello, Me!",7.8,8.3,7.8,6.4,7.8
Kim Yoo Mi,Romance Is a Bonus Book,7.7,8.8,7.3,6.8,7.6
Kim Yoo Min,Secret Crushes,7.5,9.0,7.5,7.0,7.0
Kim Yoo Ri,Discipline Z: Vampire,6.4,5.7,7.3,3.5,5.8
Kim Yoo Ri,Item,5.8,6.9,5.2,3.9,5.8
Kim Yoo Ri,"Kill Me, Heal Me",8.5,9.0,8.8,8.0,8.7
Kim Yoo Ri,My Love Eun Dong,8.5,9.0,8.3,7.0,8.5
Kim Yoo Ri,Numbers,7.2,8.6,6.6,6.5,7.4
Kim Yoo Suk,A Bird That Doesn't Sing,6.5,6.8,3.5,4.2,6.2
Kim Yoo Suk,No Matter What,7.0,6.4,5.0,5.0,7.2
Kim Yoon Hye,Casting a Spell to You,6.4,7.6,6.3,4.5,6.6
Kim Yoon Hye,Midnight Thriller,9.5,9.5,8.0,9.0,9.5
Kim Yoon Hye,My Sassy Girl,7.2,8.2,7.8,4.9,7.3
Kim Yoon Hye,Sh**ting Stars,7.2,8.4,8.0,5.5,7.5
Kim Yoon Hye,The Third Charm,7.1,8.8,7.5,5.3,7.4
Kim Yoon Hye,Vampire Detective,6.3,8.3,6.2,5.4,7.0
Kim Yoon Jin,"Miss Ma, Nemesis",7.5,8.8,8.0,6.2,7.5
Kim Yoon Kyung,Love Is Drop by Drop,4.5,5.0,3.0,2.0,4.5
Kim Yoon Tae,A Special Meal of the Weirdo 'Nara',6.0,7.0,5.0,5.0,4.0
Kim Yoon Woo,Mimicus,8.9,8.6,8.2,7.8,8.8
Kim Young,Cast: The Golden Age of Insiders,6.0,7.0,5.0,5.0,6.0
Kim Young Ae,"Kill Me, Heal Me",8.5,9.0,8.8,8.0,8.7
Kim Young Ah,Bite Sisters,6.3,8.6,6.4,5.1,6.9
Kim Young Ah,Love Scene Number,8.2,8.4,6.3,6.2,7.9
Kim Young Ah,Unicorn,8.6,9.4,7.6,8.2,8.9
Kim Young Dae,"Cheat On Me, if You Can",7.3,9.1,8.2,6.4,7.9
Kim Young Dae,Extraordinary You,7.0,8.5,7.8,5.4,7.5
Kim Young Dae,It's Okay to Be Sensitive,9.2,8.5,7.7,8.2,8.8
Kim Young Dae,Sh**ting Stars,7.2,8.4,8.0,5.5,7.5
Kim Young Dae,The Forbidden Marriage,7.4,8.1,7.5,6.1,7.2
Kim Young Dae,To My Beautiful Woo Ri,8.0,8.1,6.6,5.2,8.0
Kim Young Hee,Choco Bank,6.5,6.9,5.5,4.5,6.5
Kim Young Hoon,Love Revolution,8.3,8.8,8.5,8.2,8.5
Kim Young Hoon,"Yeah, That's How It Is",7.7,8.2,5.4,5.6,7.8
Kim Young Jae,Artificial City,5.9,7.5,6.2,3.2,5.9
Kim Young Jae,Becoming Witch,4.8,8.0,4.9,3.2,5.8
Kim Young Jae,Society Obsessed with Love,8.7,7.7,6.9,5.1,8.3
Kim Young Jae,Stranger Kim,10.0,10.0,10.0,1.5,10.0
Kim Young Kwang,Call It Love,8.6,9.5,8.4,7.8,8.9
Kim Young Kwang,D-Day,9.2,9.8,9.0,8.4,9.4
Kim Young Kwang,Dr. Ian,5.8,6.7,6.1,3.5,5.6
Kim Young Kwang,Go Ho's Starry Night,7.2,8.3,7.3,5.5,6.4
Kim Young Kwang,"Hello, Me!",7.8,8.3,7.8,6.4,7.8
Kim Young Kwang,Room No. 9,8.8,9.1,6.3,7.6,8.4
Kim Young Kwang,Somebody,5.5,9.3,6.5,3.4,6.0
Kim Young Kwang,Sweet Stranger and Me,6.8,7.8,6.6,4.6,6.4
Kim Young Kwang,The Guardians,8.7,9.5,9.4,6.7,8.9
Kim Young Kwang,The Secret Life of My Secretary,7.7,8.8,8.2,7.6,8.2
Kim Young Min,Hide and Seek,6.7,7.2,7.3,5.3,6.8
Kim Young Min,Military Prosecutor Doberman,8.7,9.1,7.7,6.9,8.2
Kim Young Min,My Mister,9.8,10.0,10.0,9.5,9.7
Kim Young Min,Private Lives,6.7,8.7,7.8,4.9,7.3
Kim Young Min,Save Me Season 2,8.5,9.0,7.5,6.4,8.5
Kim Young Min,The World of the Married,7.8,9.3,8.3,5.5,8.0
Kim Young Ok,Hip Hop King: Nassna Street,8.0,8.0,10.0,1.0,6.0
Kim Young Ok,Rich Family's Son,8.2,9.0,8.5,7.8,8.5
Kim Young Ok,The Most Beautiful Goodbye,8.8,9.2,8.6,5.4,8.6
Kim Young Ok,Witch's Love,7.7,8.5,8.1,6.7,7.9
Kim Young Pil,Love Alarm,5.5,6.6,5.4,4.4,5.3
Kim Young Shik,No Bother Me,8.0,7.5,7.0,5.0,7.5
Kim Young Sun,Check Out the Event,6.9,7.8,7.0,4.7,7.0
Kim Young Woong,Never Give Up,8.4,8.3,6.8,7.2,8.2
Kim Young Yong,Bong Soon: A Cyborg in Love,8.0,7.5,7.5,6.0,7.8
Kim Yu An,Like,8.5,8.5,8.0,6.6,8.1
Kim Yu Bin,Star Struck,5.7,7.8,6.5,3.7,5.8
Kim Yun Bae,She Is 200 Years Old,6.1,6.1,6.0,4.2,6.4
Kim Yun Seo,Secrets of Women,4.5,4.8,3.8,1.0,4.5
Kim Yun Seo,Sponsor,7.5,7.5,5.2,3.2,5.8
Kim Yun Seo,The Eccentric Daughter-in-Law,7.3,7.8,7.8,6.2,7.9
Kisum,My Runway,7.6,8.8,6.4,6.3,7.8
Ko Chan Bin,Love Revolution,8.3,8.8,8.5,8.2,8.5
Ko Chan Bin,Oh! My Assistant,5.0,6.1,6.0,4.0,5.6
Ko Chang Seok,Encounter,8.5,9.5,9.0,8.2,8.8
Ko Chang Seok,Glitch,7.6,9.2,6.5,5.6,7.3
Ko Chang Seok,Memorist,8.8,9.2,6.8,6.9,8.4
Ko Chang Seok,Today's Webtoon,6.2,8.2,6.8,4.0,6.6
Ko Dong Ha,Bossam: Steal the Fate,7.6,8.8,8.5,6.2,7.8
Ko Ho Jung,Choco Milk Shake,8.3,8.6,7.7,7.5,8.4
Ko Ho Jung,My Ghost Brother,6.0,7.0,5.0,4.0,6.5
Ko Jae Hyun,300 Year-Old Class of 2020,6.8,8.0,8.7,6.7,7.7
Ko Jae Hyun,To My Star,8.5,8.7,8.2,7.9,8.1
Koo Ja Keon,All-Boys High,9.5,9.8,10.0,8.5,9.5
Koo Ja Keon,Kiss Scene in Yeonnamdong,7.6,8.4,7.1,5.7,7.6
Koo Ja Keon,Pure Melo District,2.5,5.5,3.5,1.0,3.0
Koo Ja Keon,Sing My Crush,8.9,9.0,9.2,8.6,9.0
Koo Ja Sung,Sponsor,7.5,7.5,5.2,3.2,5.8
Koo Ja Sung,The Secret Life of My Secretary,7.7,8.8,8.2,7.6,8.2
Koo Ja Sung,Was It Love?,3.8,6.6,6.7,2.4,5.0
Koo Kyo Hwan,D.P.,9.5,9.5,8.7,8.0,9.2
Koo Kyo Hwan,D.P. Season 2,8.0,9.5,8.8,6.8,8.4
Koo Kyo Hwan,Monstrous,6.3,8.0,7.2,5.0,7.0
Koo Kyo Hwan,One Day Off,8.9,9.1,7.8,8.5,8.9
Krystal Jung,Crazy Love,9.4,9.7,9.2,9.1,9.6
Krystal Jung,Player,8.6,9.2,8.9,8.2,9.0
Krystal Jung,Police University,6.9,7.8,6.9,5.0,7.0
Krystal Jung,Prison Playbook,8.7,9.7,9.2,6.9,8.8
Krystal Jung,Search,7.5,8.9,7.5,6.0,8.0
Krystal Jung,The Bride of Habaek,6.5,7.2,8.1,4.9,6.9
Kwak Do Won,Never Give Up,8.4,8.3,6.8,7.2,8.2
Kwak Dong Yeon,Big Mouth,6.7,9.1,6.6,5.2,7.0
Kwak Dong Yeon,Gaus Electronics,9.1,9.5,8.1,8.8,9.2
Kwak Dong Yeon,Love in the Moonlight,8.4,9.6,8.6,8.6,8.9
Kwak Dong Yeon,Monstrous,6.3,8.0,7.2,5.0,7.0
Kwak Dong Yeon,My ID Is Gangnam Beauty,7.1,6.6,7.4,5.3,6.8
Kwak Dong Yeon,My Strange Hero,6.8,8.9,7.5,5.6,7.6
Kwak Dong Yeon,Never Twice,8.2,8.8,7.0,7.0,7.8
Kwak Dong Yeon,Radio Romance,5.2,6.9,6.5,4.2,5.7
Kwak Dong Yeon,The Flatterer,7.3,8.2,4.8,7.5,7.3
Kwak Dong Yeon,Vincenzo,6.1,8.2,7.1,3.5,6.2
Kwak Hee Sung,The Dearest Lady,4.2,5.0,3.0,1.0,3.5
Kwak Hee Sung,The Eccentric Daughter-in-Law,7.3,7.8,7.8,6.2,7.9
Kwak Min Gyoo,Summer Strike,7.6,9.0,8.6,6.5,8.1
Kwak Min Seok,Magic Cell Phone,4.7,4.3,4.2,2.0,4.7
Kwak Min Seok,Trace of the Hand,6.7,6.3,6.0,4.2,6.0
Kwak Na Yeon,Fortuneteller’s Secret Recipe,7.8,8.5,8.5,8.5,8.2
Kwak Na Yeon,Girl’s War,9.0,8.0,6.0,10.0,8.0
Kwak Shi Yang,Alice,5.6,8.7,7.5,4.0,6.2
Kwak Shi Yang,All is Well,3.5,4.0,1.0,1.0,3.5
Kwak Shi Yang,Café Minamdang,8.0,8.7,8.2,5.8,8.1
Kwak Shi Yang,Chicago Typewriter,8.9,9.3,9.5,8.2,9.2
Kwak Shi Yang,Genesis,7.8,8.2,7.8,7.2,7.0
Kwak Shi Yang,Idol: The Coup,8.5,9.1,9.2,8.3,8.8
Kwak Shi Yang,Lovers of the Red Sky,6.5,7.0,7.2,5.1,6.2
Kwak Shi Yang,Mirror of the Witch,7.8,8.9,9.0,5.7,7.7
Kwak Shi Yang,Oh My Ghost,7.5,9.0,7.5,6.8,7.9
Kwak Shi Yang,"Persevere, Goo Hae Ra",6.9,7.5,8.4,5.0,6.9
Kwak Shi Yang,Second to Last Love,7.8,9.0,8.4,7.7,8.0
Kwak Shi Yang,Welcome 2 Life,8.9,9.5,8.2,8.4,8.9
Kwak Sun Young,Behind Every Star,7.1,8.0,7.0,6.0,7.3
Kwak Sun Young,Brain Works,7.6,8.2,6.2,6.8,7.4
Kwak Sun Young,Inspector Koo,7.8,9.0,9.0,7.2,7.8
Kwak Sun Young,V.I.P,8.4,9.2,8.4,6.5,8.4
Kwak Ye Heon,Romanced,7.4,7.2,5.9,6.5,7.0
Kwon Ah Reum,Back to the 2008,8.0,7.5,7.5,8.0,8.0
Kwon Ah Reum,Dear X Who Doesn't Love Me,6.7,7.3,6.4,3.5,6.3
Kwon Ah Reum,The Witch Store Reopening,5.5,4.2,5.4,4.6,5.4
Kwon Ah Reum,Thumbs Up Feeds Me,9.0,8.5,8.0,9.0,9.0
Kwon BoA,My Wife’s Having an Affair This Week,8.3,9.5,8.5,7.0,8.7
Kwon Chae Won,Do Dream,8.0,7.5,10.0,3.0,6.0
Kwon Chae Won,Shining Na Ra,9.5,7.0,3.0,9.5,7.5
Kwon Eun Bin,"At a Distance, Spring Is Green",6.9,8.2,8.3,5.9,7.5
Kwon Eun Bin,Duty After School: Part 2,4.9,6.6,5.0,3.0,4.7
Kwon Eun Soo,Spark,7.8,7.9,8.0,6.4,7.4
Kwon Hae Woo,"Legally, Dad",6.2,7.2,6.3,5.1,6.3
Kwon Han Sol,Midnight Horror: Six Nights,7.0,7.0,8.0,6.0,7.0
Kwon Hwa Woon,Check Out the Event,6.9,7.8,7.0,4.7,7.0
Kwon Hwa Woon,Doctor John,7.4,8.8,7.3,5.8,7.5
Kwon Hwa Woon,Lie After Lie,8.9,9.3,8.2,8.2,9.0
Kwon Hwa Woon,Switch: Change the World,8.4,9.0,7.2,7.3,8.6
Kwon Hyuk,A Good Supper,3.8,5.5,5.7,2.0,3.8
Kwon Hyuk,The New Employee,7.2,8.2,7.3,6.5,7.7
Kwon Hyuk Bum,Tong: Memories,7.6,8.3,6.5,4.8,8.4
Kwon Hyuk Soo,Replay: The Moment When It Starts Again,6.0,7.3,8.4,5.9,7.3
Kwon Hyun Bin,Café Kilimanjaro,7.5,8.4,8.6,5.6,8.0
Kwon Hyun Bin,Part-Time Idol,7.8,7.5,7.6,5.2,7.2
Kwon Hyun Bin,Summer Guys,8.1,7.1,7.0,5.0,7.9
Kwon Hyun Bin,The World of My 17,7.1,7.0,7.5,6.5,7.1
Kwon Hyun Sang,Always Springtime,2.5,2.5,1.0,1.0,2.5
Kwon Jae Hee,My Mother Is a Daughter-In-Law,10.0,10.0,10.0,10.0,10.0
Kwon Ji Eun,Must You Go?,7.4,7.8,8.1,5.1,7.3
Kwon Ji Min,My Wonderful Life,3.6,6.0,3.1,1.0,2.9
Kwon Min Ji,Ordinary but Special,6.0,7.0,5.0,5.0,4.0
Kwon Na Ra,Bulgasal: Immortal Souls,6.7,8.3,8.2,5.0,7.1
Kwon Na Ra,Doctor Prisoner,8.6,9.5,8.0,6.9,8.5
Kwon Na Ra,Itaewon Class,6.5,8.0,7.3,4.9,6.7
Kwon Na Ra,Secret Royal Inspector,7.5,8.1,7.7,6.5,7.7
Kwon Na Ra,Suspicious Partner,8.0,9.2,8.2,7.0,8.2
Kwon Na Ra,Your Honor,8.4,9.2,8.5,7.4,8.5
Kwon Sang Woo,Curtain Call,7.3,8.5,7.0,5.0,7.5
Kwon Sang Woo,Delayed Justice,9.5,9.4,8.2,7.6,8.7
Kwon Sang Woo,Desperate Mr. X,7.5,7.5,1.0,4.5,7.5
Kwon Sang Woo,Queen of Mystery,8.9,9.4,8.5,7.8,9.0
Kwon Sang Woo,Queen of Mystery Season 2,6.1,8.1,6.1,4.9,6.3
Kwon Se Eun,The Man of My Life,7.0,5.0,7.5,5.5,6.5
Kwon Seung Woo,Yumi's Cells Season 2,6.8,8.2,8.2,5.3,7.0
Kwon Soo Hyun,Abyss,4.9,7.3,6.1,3.6,5.5
Kwon Soo Hyun,Café Minamdang,8.0,8.7,8.2,5.8,8.1
Kwon Soo Hyun,Crime Puzzle,7.8,8.3,7.2,6.0,7.5
Kwon Soo Hyun,Record of Youth,6.1,8.2,7.4,4.0,6.5
Kwon Yool,"Bring It On, Ghost",7.7,8.2,7.1,5.8,7.5
Kwon Yool,Dali and the Cocky Prince,8.5,9.1,8.7,7.9,8.5
Kwon Yool,Haechi,9.1,9.0,8.0,8.2,9.2
Kwon Yool,Let's Eat Season 2,7.9,8.9,7.1,6.9,7.8
Kwon Yool,Mental Coach Jegal,8.1,8.4,6.4,5.8,7.4
Kwon Yool,One More Happy Ending,7.4,9.2,7.5,6.1,8.1
Kwon Yool,Voice Season 2,8.5,9.0,8.8,7.2,8.7
Kwon Yool,Whisper,8.2,9.1,6.4,5.9,8.2
Kwon Young Deuk,Part-Time Idol,7.8,7.5,7.6,5.2,7.2
Kwon Young Eun,Adult Trainee,7.9,8.1,7.0,6.8,7.5
Kwon Young Min,Number Six,4.6,7.3,5.9,2.9,5.4
Kwon Young Min,Trace of the Hand,6.7,6.3,6.0,4.2,6.0
Kwon Yu Ri,Bossam: Steal the Fate,7.6,8.8,8.5,6.2,7.8
Kwon Yu Ri,"Breakup Probation, A Week",6.6,8.4,7.2,5.9,7.2
Kwon Yu Ri,Dae Jang Geum Is Watching,6.2,9.0,7.0,7.0,8.2
Kwon Yu Ri,Defendant,8.0,9.6,8.2,6.5,8.4
Kwon Yu Ri,Go Ho's Starry Night,7.2,8.3,7.3,5.5,6.4
Kwon Yu Ri,Good Job,7.0,8.1,7.5,5.8,7.5
Kwon Yu Ri,Local Hero,7.2,7.2,6.8,4.9,6.9
Kwon Yu Ri,The Sound of Your Heart: Reboot,7.8,8.0,8.0,7.0,7.2
Kwon Yu Ri,The Sound of Your Heart: Reboot Season 2,8.5,7.5,8.0,9.0,8.0
Kyung Da Eun,"Don't Lie, Rahee",6.2,6.0,5.7,4.3,6.2
Kyung Soo Jin,House of Bluebird,5.2,7.2,7.8,5.0,5.8
Kyung Soo Jin,Joseon Survival,4.2,5.0,3.0,2.5,3.8
Kyung Soo Jin,Meloholic,6.3,7.2,6.7,4.5,6.4
Kyung Soo Jin,Mouse,7.1,8.8,7.8,6.5,7.3
Kyung Soo Jin,Shadow Detective,8.6,9.4,8.4,8.4,8.6
Kyung Soo Jin,Shadow Detective Season 2,7.5,8.2,6.0,4.5,7.2
Kyung Soo Jin,Train,8.7,9.2,8.5,6.7,8.5
Kyung Soo Jin,Weightlifting Fairy Kim Bok Joo,7.4,8.6,8.7,5.6,7.6
Kyung Sung Hwan,Miss Monte-Cristo,3.5,5.1,4.8,2.0,3.3
Lady Jane,Detective Alice,3.1,4.2,2.7,2.7,3.8
Lara,Mr. Heart,6.7,7.9,7.9,5.6,7.2
Lee  Ha Na,A Piece of Your Mind,7.8,9.4,8.5,7.0,8.1
Lee  Ha Na,Three Bold Siblings,7.3,8.5,6.3,6.2,7.7
Lee  Ha Na,Voice,7.6,8.1,7.4,6.1,7.9
Lee  Ha Na,Voice Season 2,8.5,9.0,8.8,7.2,8.7
Lee  Ha Na,Voice Season 3: City of Accomplices,8.6,9.3,8.9,8.0,8.8
Lee  Ha Na,Voice Season 4: Judgment Hour,8.0,8.8,7.4,6.5,7.8
Lee  Han Wi,Psychopath Diary,8.0,8.5,7.7,7.0,7.8
Lee  Han Wi,Super Daddy Yeol,6.7,9.0,7.8,5.2,7.8
Lee  Han Wi,Warm and Cozy,7.6,8.9,8.2,7.1,8.5
Lee  Jae Joon,"Sweet Home, Sweet Honey",7.3,7.0,5.5,4.4,6.5
Lee  Jae Joon,The Lover,8.5,9.0,7.7,8.0,8.7
Lee  Jong Hyun,Girls' Generation 1979,9.0,9.2,9.0,8.0,9.2
Lee  Jong Hyun,My Only Love Song,6.5,7.0,6.8,5.8,6.6
Lee  Jong Hyun,Orange Marmalade,6.0,6.7,6.1,3.2,5.9
Lee  Jong Hyun,That Man Oh Soo,4.4,6.1,5.6,2.2,4.8
Lee  Joo Yeon,Devilish Joy,7.2,8.9,7.7,6.9,8.1
Lee  Joo Yeon,Kiss Sixth Sense,6.7,7.8,6.9,5.0,7.0
Lee  Joo Yeon,Sisters-in-Law,5.0,5.5,4.0,3.0,5.0
Lee  Joo Yeon,The Facetale: Cinderia,7.0,8.0,3.0,1.0,7.0
Lee  Joo Yeon,The Undateables,6.8,8.6,8.4,5.4,7.6
Lee A Ra,"Legally, Dad",6.2,7.2,6.3,5.1,6.3
Lee Ah Hyun,Brilliant Heritage,5.7,5.3,4.7,3.7,5.3
Lee Ah Hyun,Top Star Yoo Baek,7.2,8.2,7.6,6.8,7.4
Lee Ah Jin,Bite Sisters,6.3,8.6,6.4,5.1,6.9
Lee Bit Na,Hot and Sweet,6.8,7.3,6.3,5.5,7.2
Lee Bo Hee,Everybody Say Kungdari,8.5,10.0,8.0,5.0,8.5
Lee Bo Hee,Red Balloon,6.0,7.2,6.8,4.2,5.8
Lee Bo Hee,Revolutionary Sisters,7.9,8.8,6.7,6.2,7.9
Lee Bo Hee,Sweet Enemy,2.2,5.0,2.8,2.0,2.2
Lee Bo Young,Agency,8.8,9.3,8.2,7.8,8.9
Lee Bo Young,Mine,6.8,9.2,7.2,5.3,7.6
Lee Bo Young,Mother,9.6,10.0,8.9,8.3,9.6
Lee Bo Young,When My Love Blooms,8.1,8.9,7.5,5.9,8.0
Lee Bo Young,Whisper,8.2,9.1,6.4,5.9,8.2
Lee Bom So Ri,"Link: Eat, Love, Kill",6.6,8.7,6.7,4.6,6.8
Lee Bon,Somehow Family,6.0,8.0,5.0,6.0,8.0
Lee Bong Ryun,Crash Course in Romance,7.3,8.0,6.3,4.5,6.9
Lee Bong Ryun,Hometown Cha-Cha-Cha,7.4,8.6,7.9,6.8,7.7
Lee Bum Kyu,Trace of the Hand,6.7,6.3,6.0,4.2,6.0
Lee Bum Kyu,We Broke Up,7.3,8.2,8.5,7.1,8.1
Lee Bum Soo,Last,8.8,9.4,5.6,5.4,8.6
Lee Byung Hun,Eating Existence,5.6,7.1,5.8,3.8,6.1
Lee Byung Hun,Let's Eat Season 3,7.6,8.4,7.0,7.3,7.6
Lee Byung Hun,Mr. Sunshine,8.4,9.4,8.8,6.6,8.6
Lee Byung Hun,Our Blues,9.8,9.9,9.3,9.2,9.7
Lee Byung Joon,Our Gap Soon,6.9,7.6,7.3,5.6,7.2
Lee Byung Joon,The Boy Next Door,9.2,9.7,9.0,9.6,9.5
Lee Chae Eun,Political Fever,7.0,8.0,7.5,5.0,8.5
Lee Chae Eun,The Ordinary Life of Ms. 'O'!,8.5,9.0,9.0,9.5,9.0
Lee Chae Yoon,Shining Na Ra,9.5,7.0,3.0,9.5,7.5
Lee Chae Young,A Man in a Veil,5.4,6.9,5.5,4.0,5.7
Lee Chae Young,A Poem a Day,7.4,8.5,8.0,5.3,7.9
Lee Chae Young,Home for Summer,6.8,6.8,5.5,5.5,6.8
Lee Chae Young,Woman in a Veil,2.3,4.0,5.5,1.0,3.3
Lee Chan Hyuk,Take 1,9.8,9.8,10.0,8.8,9.7
Lee Chan Hyung,My Sweet Dear,5.2,7.5,7.1,4.9,6.1
Lee Chan Hyung,Re-Feel,8.3,9.0,8.3,7.7,8.7
Lee Chan Hyung,Re-Feel: If Only,9.0,9.0,9.0,9.0,9.0
Lee Chan Woo,Love Mate,7.1,8.6,7.6,5.9,7.2
Lee Chan Yoo,The King of Pigs,9.3,9.7,9.1,8.4,9.5
Lee Chang Hoon,Agency,8.8,9.3,8.2,7.8,8.9
Lee Chang Hoon,Black Dog,8.5,9.3,8.0,5.9,8.2
Lee Chang Hoon,I'm Sorry Kang Nam Goo,1.5,2.5,1.0,1.0,1.5
Lee Chang Wook,Fatal Promise,6.7,7.5,6.0,4.3,6.3
Lee Chang Wook,Lovers in Bloom,7.7,8.7,7.7,7.2,8.2
Lee Chang Wook,Sunny Again Tomorrow,6.7,6.7,5.5,4.2,5.3
Lee Chang Wook,TV Novel: My Mind’s Flower Rain,4.8,4.0,2.2,3.0,4.8
Lee Chul Min,My Only Love Song,6.5,7.0,6.8,5.8,6.6
Lee Chul Woo,Webtoon Hero - Tundra Show,8.5,7.5,5.5,6.0,8.0
Lee Chun Hee,A Pledge to God,7.8,8.5,6.8,6.3,7.8
Lee Chun Hee,Hello Monster,8.9,9.0,8.4,8.6,9.0
Lee Chun Hee,Pale Moon,10.0,10.0,10.0,9.0,10.0
Lee Chung Ah,Awaken,9.8,9.8,9.0,9.0,9.7
Lee Chung Ah,Celebrity,7.4,8.2,8.0,5.9,7.5
Lee Chung Ah,Lucky Romance,8.0,9.0,7.6,6.9,8.3
Lee Chung Ah,The Best Moment To Quit Your Job,7.8,8.9,7.1,5.6,7.6
Lee Chung Ah,V.I.P,8.4,9.2,8.4,6.5,8.4
Lee Chung Ah,Vampire Detective,6.3,8.3,6.2,5.4,7.0
Lee Da Hae,Nice Witch,8.0,8.5,7.1,7.2,8.2
Lee Da Hee,Island,7.0,8.6,7.5,6.6,7.8
Lee Da Hee,Island Part 2,7.2,8.9,7.5,5.6,7.6
Lee Da Hee,L.U.C.A.: The Beginning,6.1,8.2,8.5,3.6,6.4
Lee Da Hee,Love Is for Suckers,6.3,7.8,6.1,4.4,6.9
Lee Da Hee,Mrs. Cop,7.9,8.8,6.6,6.0,8.0
Lee Da Hee,Queen of Mystery Season 2,6.1,8.1,6.1,4.9,6.3
Lee Da Hee,Search: WWW,7.5,8.3,8.6,5.9,7.8
Lee Da Hee,The Beauty Inside,6.8,8.6,7.9,4.8,7.0
Lee Da In,Alice,5.6,8.7,7.5,4.0,6.2
Lee Da In,Between Friendship and Love Season 3,9.0,9.5,9.5,10.0,9.5
Lee Da In,Doctor Prisoner,8.6,9.5,8.0,6.9,8.5
Lee Da In,My Golden Life,7.3,8.6,7.5,4.9,7.8
Lee Da Ni,Unasked Family,6.0,5.0,3.6,4.1,5.4
Lee Da Yeon,No Going Back Romance,8.8,8.8,8.0,8.1,8.5
Lee Dae Hwi,Love Is for Suckers,6.3,7.8,6.1,4.4,6.9
Lee Dae Hwi,Monchouchou Globalhouse,6.0,5.7,7.7,4.3,6.7
Lee Dae Hwi,Strong Underdog,9.0,10.0,8.0,8.0,9.0
Lee Dae Yeon,Item,5.8,6.9,5.2,3.9,5.8
Lee Dae Yeon,Lawless Lawyer,7.3,8.7,6.9,6.5,7.8
Lee Dae Yeon,Through the Darkness,7.2,8.8,6.9,5.5,7.2
Lee Deok Hee,First Love Again,9.4,9.5,8.5,8.6,9.2
Lee Deok Hwa,A Business Proposal,5.9,7.3,7.5,5.9,6.5
Lee Deok Hwa,One Dollar Lawyer,8.2,8.9,8.2,6.8,8.2
Lee Deok Hwa,Stealer: The Treasure Keeper,8.7,8.9,8.8,8.7,8.4
Lee Deok Hwa,The Merchant: Gaekju 2015,5.5,6.2,5.2,5.5,5.8
Lee Deok Hwa,The Red Sleeve,8.9,9.4,8.6,7.9,9.1
Lee Do Ha,Oh! My Assistant,5.0,6.1,6.0,4.0,5.6
Lee Do Hyun,18 Again,7.7,8.8,8.6,6.6,8.4
Lee Do Hyun,Melancholia,8.9,9.6,9.2,7.7,9.2
Lee Do Hyun,Sweet Home,7.5,9.2,6.4,7.4,7.8
Lee Do Hyun,The Glory,7.9,8.8,7.0,6.0,7.6
Lee Do Hyun,The Glory Part 2,8.2,8.5,7.0,6.5,7.8
Lee Do Hyun,The Good Bad Mother,7.9,9.2,7.5,6.6,8.0
