actor_name,drama_name,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score
Jo Dal Hwan,"My Lawyer, Mr. Jo 2: Crime and Punishment",5.5,6.8,6.2,5.2,6.8
Jo Dal Hwan,Rose Mansion,8.5,8.9,8.4,5.9,8.4
Jo Dal Hwan,Spy,5.9,7.6,6.5,4.1,6.5
Jo Dal Hwan,"Sweet, Savage Family",6.8,7.5,5.2,4.5,6.8
Jo Dong Hyuk,Detective Alice,3.1,4.2,2.7,2.7,3.8
Jo Dong Hyuk,Love Affairs in the Afternoon,8.5,9.0,8.5,7.8,8.6
Jo Dong Hyuk,Rugal,6.0,8.0,6.5,4.8,6.7
Jo Dong In,Kairos,9.2,9.3,8.8,7.6,9.0
Jo Duk Hyun,Summer Guys,8.1,7.1,7.0,5.0,7.9
Jo Eun Bit,My Mother Is a Daughter-In-Law,10.0,10.0,10.0,10.0,10.0
Jo Eun Hyung,Exactly What’s Going On?,7.3,7.4,5.1,5.4,7.3
Jo Eun Ji,Falling for Innocence,8.5,9.3,8.0,7.4,8.6
Jo Eun Ji,Let's Eat Season 2,7.9,8.9,7.1,6.9,7.8
Jo Eun Ji,Strangers Again,6.0,8.6,6.5,4.2,6.8
Jo Ha Seul,First Love Story,7.5,8.0,5.5,6.5,7.0
Jo Ha Seul,First Love Story Season 2,6.0,7.0,5.0,5.0,5.0
Jo Han Chul,Hometown Cha-Cha-Cha,7.4,8.6,7.9,6.8,7.7
Jo Han Chul,Jirisan,6.5,8.8,7.4,4.9,7.0
Jo Han Chul,Love All Play,7.8,8.8,8.2,6.2,8.1
Jo Han Chul,Race,7.5,8.3,7.8,6.3,6.7
Jo Han Chul,Reborn Rich,4.4,8.0,7.0,2.5,4.7
Jo Han Chul,Stealer: The Treasure Keeper,8.7,8.9,8.8,8.7,8.4
Jo Han Chul,Tomorrow With You,8.3,8.8,8.8,7.4,8.4
Jo Han Chul,Vincenzo,6.1,8.2,7.1,3.5,6.2
Jo Han Sun,Midnight Thriller,9.5,9.5,8.0,9.0,9.5
Jo Han Sun,Possessed,5.7,9.0,8.5,3.9,6.1
Jo Han Sun,She Knows Everything,7.6,8.6,6.3,5.9,7.6
Jo Hee Bong,Naked Fireman,8.4,8.9,7.0,7.3,8.2
Jo Hee Bong,Switch: Change the World,8.4,9.0,7.2,7.3,8.6
Jo Hee Bong,Tunnel,7.5,8.7,7.9,6.0,7.8
Jo Hye Joo,A Love So Beautiful,8.0,7.8,8.0,6.1,7.3
Jo Hye Joo,Just One Bite,7.0,7.2,6.8,6.5,7.2
Jo Hye Joo,Just One Bite Season 2,7.9,8.9,7.8,5.5,8.6
Jo Hye Won,Between Friendship and Love,6.8,6.7,6.3,5.0,6.5
Jo Hyuk Joon,Blueming,8.6,8.9,8.3,7.2,8.6
Jo Hyun Chul,D.P.,9.5,9.5,8.7,8.0,9.2
Jo Hyun Chul,Hotel del Luna,7.0,8.2,8.5,6.3,7.7
Jo Hyun Chul,Inspector Koo,7.8,9.0,9.0,7.2,7.8
Jo Hyun Jae,Let Me Introduce Her,8.2,8.4,8.4,6.5,8.2
Jo Hyun Jae,Yong Pal,8.4,9.1,7.5,7.5,8.4
Jo Hyun Young,Justice Team,8.0,8.0,5.0,5.0,8.0
Jo Jae Hwan,"Will Be Okay, Never Die",9.0,9.5,8.5,9.0,9.0
Jo Jae Hyun,Cross,9.2,9.4,8.8,8.5,9.0
Jo Jae Hyun,Solomon's Perjury,8.7,8.8,8.4,7.4,8.5
Jo Jae Hyun,The Master of Revenge,7.2,8.8,7.0,2.7,7.3
Jo Jae Yoon,Black,8.2,8.3,8.6,6.8,8.0
Jo Jae Yoon,Catch the Ghost,7.2,8.0,6.8,5.1,6.8
Jo Jae Yoon,Fantastic,7.6,8.8,7.0,5.6,7.8
Jo Jae Yoon,Mad Dog,8.8,9.6,8.9,7.8,8.8
Jo Jae Yoon,Matching! Boys Archery,6.2,6.6,5.0,6.1,6.6
Jo Jae Yoon,Save Me,8.5,9.2,7.8,6.5,8.6
Jo Jae Yoon,Save Me Season 2,8.5,9.0,7.5,6.4,8.5
Jo Jae Yoon,Wok of Love,6.9,9.2,7.2,6.3,7.5
Jo Jin Woong,Entourage,7.6,8.7,8.2,6.1,7.9
Jo Jin Woong,Signal,8.2,9.2,8.5,7.4,8.5
Jo Joon Young,All That We Loved,7.1,8.6,7.9,7.1,7.3
Jo Jung Suk,Hospital Playlist,8.1,9.0,8.3,6.4,8.2
Jo Jung Suk,Hospital Playlist Season 2,7.8,9.7,8.8,7.1,8.0
Jo Jung Suk,Jealousy Incarnate,8.2,9.7,9.3,7.4,8.8
Jo Jung Suk,Oh My Ghost,7.5,9.0,7.5,6.8,7.9
Jo Jung Suk,The Nokdu Flower,9.5,9.5,9.0,8.0,9.3
Jo Jung Suk,Two Cops,6.5,7.9,6.0,5.2,6.8
Jo Ki Sung,Can You Deliver Time?,9.5,9.0,8.5,8.5,9.5
Jo Ki Sung,Failing in Love,8.1,8.8,8.5,7.1,8.0
Jo Ki Sung,Secret Crushes,7.5,9.0,7.5,7.0,7.0
Jo Ki Sung,The Blue Sea,7.0,7.0,8.0,7.5,7.5
Jo Mi Ryung,"Bravo, My Life",8.2,9.0,8.0,5.5,8.5
Jo Min Soo,The Cursed,7.9,8.8,6.9,6.0,8.2
Jo Min Sung,Swan,5.0,8.0,1.0,1.0,6.5
Jo Seo Hu,My Sweet Dear,5.2,7.5,7.1,4.9,6.1
Jo Seung Hee,To.Two,9.2,8.9,8.8,9.0,9.1
Jo Seung Hyun,Alive,8.2,7.3,6.0,5.8,7.8
Jo Soo Hyang,Love Is for Suckers,6.3,7.8,6.1,4.4,6.9
Jo Soo Hyang,Vivid Romance,7.4,7.8,6.4,5.0,7.8
Jo Soo Hyang,Who Are You: School 2015,7.8,9.1,9.2,6.2,8.5
Jo Soo Min,Afraid Of,8.2,7.3,7.2,5.5,8.3
Jo Soo Min,Ending Again,8.0,8.0,8.2,6.9,8.1
Jo Soo Min,Secret Royal Inspector,7.5,8.1,7.7,6.5,7.7
Jo Sung Ha,100 Days My Prince,7.0,8.6,7.3,6.0,7.3
Jo Sung Ha,Agency,8.8,9.3,8.2,7.8,8.9
Jo Sung Ha,Arthdal Chronicles Part 1: The Children of Prophecy,8.5,9.5,8.4,7.5,8.5
Jo Sung Ha,Local Hero,7.2,7.2,6.8,4.9,6.9
Jo Sung Ha,Memorist,8.8,9.2,6.8,6.9,8.4
Jo Sung Ha,Save Me,8.5,9.2,7.8,6.5,8.6
Jo Sung Ha,Splendid Politics,6.9,7.4,7.1,4.7,7.2
Jo Sung Ha,The K2,7.1,8.5,7.7,4.9,7.6
Jo Sung Won,Pure Melo District,2.5,5.5,3.5,1.0,3.0
Jo Wan Ki,Train,8.7,9.2,8.5,6.7,8.5
Jo Woo Ri,"Beautiful Love, Wonderful Life",8.2,9.0,7.9,6.5,8.1
Jo Woo Ri,My ID Is Gangnam Beauty,7.1,6.6,7.4,5.3,6.8
Jo Woo Ri,To All The Guys Who Loved Me,5.7,7.7,6.3,3.2,6.0
Jo Woo Ri,"Will Be Okay, Never Die",9.0,9.5,8.5,9.0,9.0
Jo Yeon Ho,Person Who Gives Happiness,7.2,8.2,5.9,6.4,7.6
Jo Yong Geun,Love Detective Sherlock K,3.5,7.0,3.5,1.0,4.0
Jo Yoo Jung,Adult Trainee,7.9,8.1,7.0,6.8,7.5
Jo Yoo Jung,Recipe for Farewell,9.8,9.8,9.4,9.1,9.6
Jo Yoon Hee,"Beautiful Love, Wonderful Life",8.2,9.0,7.9,6.5,8.1
Jo Yoon Hee,Pied Piper,7.8,8.0,7.1,5.7,8.0
Jo Yoon Hee,The Gentlemen of Wolgyesu Tailor Shop,8.2,9.0,7.5,5.8,8.2
Jo Yoon Joo,Romantic Witch's Starlight Sonata,5.5,7.0,5.2,4.2,5.2
Jo Yoon Woo,Band of Sisters,5.2,8.0,6.3,3.0,5.8
Jo Yoon Woo,I Order You,5.5,7.0,6.1,3.8,6.0
Jo Young Jin,Why Her?,7.5,9.0,8.0,5.8,7.7
Jo Yu Ri,Mimicus,8.9,8.6,8.2,7.8,8.8
Jo Yun Hee,Black Dog,8.5,9.3,8.0,5.9,8.2
Jo Yun Hee,Mr. Queen,9.6,9.7,9.2,9.2,9.6
Joo Ah Reum,Be My Dream Family,7.9,8.4,6.1,6.8,7.6
Joo Ah Reum,My Romantic Some Recipe,7.4,8.0,7.4,6.3,7.4
Joo Ah Reum,Spark,7.8,7.9,8.0,6.4,7.4
Joo Ah Reum,"Sweet Home, Sweet Honey",7.3,7.0,5.5,4.4,6.5
Joo Bo Bi,Goedam,7.0,7.4,6.8,6.2,6.6
Joo Bo Young,Bad Prosecutor,6.8,8.9,8.0,5.4,7.2
Joo Byung Ha,No Time for Love,8.5,9.0,7.5,7.0,8.5
Joo Eo Jin,Re-Feel,8.3,9.0,8.3,7.7,8.7
Joo Eo Jin,The Temperature of Language: Our Nineteen,9.0,9.1,7.8,6.8,9.0
Joo Eun,Do Dream,8.0,7.5,10.0,3.0,6.0
Joo Hae Eun,Just Dance,8.8,9.2,8.2,7.5,8.7
Joo Hye Ji,Jal Pa Gin Love,4.2,7.0,6.5,1.0,5.2
Joo Hyun Young,Behind Every Star,7.1,8.0,7.0,6.0,7.3
Joo Hyun Young,Best Mistake,7.4,7.3,7.7,6.6,7.2
Joo Ji Hoon,Hyena,8.8,9.4,8.3,8.2,8.9
Joo Ji Hoon,Item,5.8,6.9,5.2,3.9,5.8
Joo Ji Hoon,Jirisan,6.5,8.8,7.4,4.9,7.0
Joo Ji Hoon,Kingdom,8.2,8.4,7.4,7.6,8.1
Joo Ji Hoon,Kingdom Season 2,9.2,9.3,7.9,7.9,8.9
Joo Ji Hoon,Mask,7.3,8.1,6.5,4.9,7.5
Joo Jin Mo,Bad Guys: City of Evil,7.9,8.3,8.4,6.5,8.0
Joo Jin Mo,Big Issue,7.0,7.8,7.2,5.3,6.8
Joo Jin Mo,Cheo Yong Season 2,7.5,8.0,8.2,5.5,7.7
Joo Jin Mo,My Love Eun Dong,8.5,9.0,8.3,7.0,8.5
Joo Jin Mo,Partners for Justice,8.1,8.0,7.5,5.7,7.8
Joo Jin Mo,Shadow Detective Season 2,7.5,8.2,6.0,4.5,7.2
Joo Jin Mo,The Sound of Your Heart: Reboot,7.8,8.0,8.0,7.0,7.2
Joo Jin Mo,The Sound of Your Heart: Reboot Season 2,8.5,7.5,8.0,9.0,8.0
Joo Jin Mo,WATCHER,8.4,9.5,9.0,6.8,8.6
Joo Jin Mo,Woman with a Suitcase,7.5,8.3,6.3,6.8,8.0
Joo Jong Hyuk,Woof & Meow – Do you Love Me?,7.0,7.5,5.3,4.5,7.3
Joo Jong Hyuk,Yumi's Cells,8.7,9.1,8.5,7.8,8.8
Joo Min Hee,Fortuneteller’s Secret Recipe,7.8,8.5,8.5,8.5,8.2
Joo Min Kyung,Green Mothers' Club,7.9,8.7,7.4,5.9,7.7
Joo Min Kyung,Jirisan,6.5,8.8,7.4,4.9,7.0
Joo Min Kyung,One Spring Night,8.3,9.0,8.2,7.0,8.0
Joo Min Kyung,Soul Mechanic,8.7,9.2,8.1,7.0,8.4
Joo Sang Wook,Bo Ra! Deborah,6.9,8.4,7.1,5.5,7.0
Joo Sang Wook,Fantastic,7.6,8.8,7.0,5.6,7.8
Joo Sang Wook,Fates & Furies,8.8,9.3,7.8,7.9,8.8
Joo Sang Wook,Glamorous Temptation,6.0,7.9,5.7,2.8,6.1
Joo Sang Wook,Grand Prince,6.8,7.7,7.5,5.2,6.7
Joo Sang Wook,"The King of Tears, Lee Bang Won",5.0,8.0,1.0,1.0,4.8
Joo Sang Wook,The Man in the Mask,7.5,8.0,6.2,6.0,7.5
Joo Sang Wook,Touch,6.2,6.5,6.9,4.1,6.1
Joo Se Bin,"Fly, Again",5.5,8.0,7.0,2.0,7.5
Joo Seok Tae,Children of Nobody,9.5,9.5,8.7,8.9,9.5
Joo Seok Tae,When Time Stopped,7.6,8.9,9.0,5.6,7.7
Joo Won,Alice,5.6,8.7,7.5,4.0,6.2
Joo Won,My Sassy Girl,7.2,8.2,7.8,4.9,7.3
Joo Won,Stealer: The Treasure Keeper,8.7,8.9,8.8,8.7,8.4
Joo Won,Yong Pal,8.4,9.1,7.5,7.5,8.4
Joo Woo Jae,Best Chicken,7.2,7.1,6.6,5.5,7.2
Joo Woo Jae,Fluttering Warning,5.4,7.1,6.0,3.1,5.4
Joo Woo Jae,Peng,4.4,5.7,5.1,3.9,4.4
Joo Woo Jae,Please Don't Date Him,8.3,8.3,7.3,6.8,8.1
Joy,Once Upon a Small Town,6.3,7.4,6.1,5.0,6.8
Joy,Tempted,5.4,7.0,6.0,3.1,5.7
Joy,The Liar and His Lover,7.2,8.0,8.7,5.0,7.4
Joy,The One and Only,7.4,8.9,7.6,5.5,7.9
Julien Kang,300 Year-Old Class of 2020,6.8,8.0,8.7,6.7,7.7
Jun,Tinted With You,7.3,8.6,7.6,6.2,7.4
Jun Eun Mi,Pure Melo District,2.5,5.5,3.5,1.0,3.0
Jun In Taek,Tomorrow Boy,7.0,7.8,6.8,7.5,7.0
Jun Ji Hyun,Jirisan,6.5,8.8,7.4,4.9,7.0
Jun Ji Hyun,The Legend of the Blue Sea,7.6,8.7,6.9,5.8,7.5
Jun Suk Ho,Hyena,8.8,9.4,8.3,8.2,8.9
Jun Suk Ho,Kingdom Season 2,9.2,9.3,7.9,7.9,8.9
Jun Suk Ho,Life on Mars,9.4,9.5,8.8,7.9,9.2
Jun Suk Ho,Strong Woman Do Bong Soon,4.2,7.2,6.0,3.2,5.2
Jun.Q,Individual Circumstances,5.5,6.5,6.3,4.4,5.9
Jun.Q,The Witch's Eye,8.5,8.0,8.5,5.8,8.0
June,Bo Ra! Deborah,6.9,8.4,7.1,5.5,7.0
Jung  Soo Young,My Husband Oh Jak Doo,8.2,8.7,8.0,6.5,7.8
Jung  Soo Young,My Little Baby,7.0,7.3,5.7,4.8,6.7
Jung Ae Ri,Beautiful You,2.0,2.0,1.0,1.0,2.0
Jung Ae Ri,Good People,3.8,3.0,1.5,1.0,3.5
Jung Ae Ri,My Healing Love,5.5,6.5,4.5,4.5,5.7
Jung Ae Ri,The Secret Life of My Secretary,7.7,8.8,8.2,7.6,8.2
Jung Ae Yun,Peach of Time,8.2,9.0,9.0,7.8,8.4
Jung Ae Yun,The Witch's Eye,8.5,8.0,8.5,5.8,8.0
Jung Ae Yun,We're Not Trash,9.2,9.5,7.9,8.8,9.2
Jung Bo Min,Be My Boyfriend,7.2,7.9,6.5,6.2,7.2
Jung Bo Min,Freshman,7.3,9.7,7.0,8.8,8.2
Jung Bo Min,The Mermaid Prince: The Beginning,8.0,8.7,6.8,6.6,8.0
Jung Bo Min,Triple Fling,6.7,7.2,6.7,5.3,6.8
Jung Chae Yeon,109 Strange Things,5.8,6.5,5.6,4.1,6.0
Jung Chae Yeon,Happy Ending,7.5,9.5,7.5,7.5,8.0
Jung Chae Yeon,I Am...,6.1,6.1,5.7,4.4,5.9
Jung Chae Yeon,My First First Love,6.8,8.5,6.8,4.9,6.9
Jung Chae Yeon,My First First Love Season 2,6.3,7.9,7.3,5.2,6.7
Jung Chae Yeon,The Golden Spoon,7.7,9.0,8.1,5.6,7.5
Jung Chae Yeon,The King's Affection,7.0,8.5,8.0,6.1,7.2
Jung Chan,The Dearest Lady,4.2,5.0,3.0,1.0,3.5
Jung Chan Bi,Revolutionary Love,6.8,8.9,8.2,6.0,7.5
Jung Chan Woo,My Chilling Roommate,5.0,6.0,5.0,1.0,4.5
Jung Da Bin,Extracurricular,7.6,8.7,7.3,6.0,7.7
Jung Da Bin,Glitch,7.6,9.2,6.5,5.6,7.3
Jung Da Bin,Live On,6.7,8.0,7.6,5.9,7.1
Jung Da Bin,What's Up With These Kids!?,5.5,6.0,7.5,6.0,7.0
Jung Da Eun,Bloodhounds,7.2,9.0,7.4,5.8,7.8
Jung Da Eun,L.U.C.A.: The Beginning,6.1,8.2,8.5,3.6,6.4
Jung Da Eun,Love Revolution,8.3,8.8,8.5,8.2,8.5
Jung Da Eun,Midnight Horror: Six Nights,7.0,7.0,8.0,6.0,7.0
Jung Da Eun,Mystic Pop-Up Bar,9.0,9.2,8.8,8.4,8.9
Jung Da Sol,My Secret Romance,5.6,6.8,6.2,3.9,5.9
Jung Do Myung,No Bother Me,8.0,7.5,7.0,5.0,7.5
Jung Dong Gyu,Defendant,8.0,9.6,8.2,6.5,8.4
Jung Dong Hwan,Brain Works,7.6,8.2,6.2,6.8,7.4
Jung Dong Won,Never Give Up,8.4,8.3,6.8,7.2,8.2
Jung Eugene,All That We Loved,7.1,8.6,7.9,7.1,7.3
Jung Eugene,Because It's the First Time,9.0,9.1,8.3,8.6,8.8
Jung Eugene,Catch the Ghost,7.2,8.0,6.8,5.1,6.8
Jung Eugene,Moorim School,7.8,8.1,8.6,6.5,7.8
Jung Eugene,Remarriage and Desires,7.4,8.5,8.8,5.0,7.5
Jung Eugene,Romance Is a Bonus Book,7.7,8.8,7.3,6.8,7.6
Jung Eugene,Something in the Rain,7.0,8.9,7.2,5.8,7.5
Jung Eugene,W,6.7,7.5,7.3,5.1,6.9
Jung Eui Jae,Kill Heel,7.1,8.2,7.3,5.2,6.3
Jung Eui Jae,Miss Independent Ji Eun,9.2,9.4,8.2,9.2,9.2
Jung Eui Jae,The Goddess of Revenge,7.0,7.8,6.0,5.2,6.7
Jung Eun Chae,Anna,8.6,8.5,6.8,6.6,8.4
Jung Eun Chae,Anna: Extended Version,7.9,9.4,8.4,6.4,8.0
Jung Eun Chae,The Guest,8.7,9.0,9.0,7.5,8.8
Jung Eun Chae,The King: Eternal Monarch,6.7,8.5,8.0,6.2,7.3
Jung Eun Hye,Do Dream,8.0,7.5,10.0,3.0,6.0
Jung Eun Hye,Love in Memory,6.4,7.0,5.5,4.6,5.8
Jung Eun Hye,Love in Time,8.0,8.5,8.0,6.5,8.0
Jung Eun Ji,Sassy Go Go,8.1,9.4,8.2,7.5,8.6
Jung Eun Ji,Untouchable,6.0,7.8,5.0,3.0,4.8
Jung Eun Ji,"Work Later, Drink Now",9.2,9.4,8.4,8.4,9.3
Jung Eun Ji,"Work Later, Drink Now Season 2",7.8,9.0,8.2,7.2,7.8
Jung Eun Pyo,IN-SEOUL,6.9,7.9,6.8,4.1,7.0
Jung Eun Pyo,Top Star Yoo Baek,7.2,8.2,7.6,6.8,7.4
Jung Eun Woo,My Only One,6.8,8.0,6.8,5.6,6.8
Jung Ga Ram,Love Alarm,5.5,6.6,5.4,4.4,5.3
Jung Ga Ram,Love Alarm Season 2,4.9,7.0,6.2,2.8,4.9
Jung Ga Ram,The Interest of Love,4.9,7.4,8.0,2.9,4.8
Jung Gu Hyun,Master's Delicacies,6.0,8.2,7.5,4.5,7.0
Jung Gun Joo,Extraordinary You,7.0,8.5,7.8,5.4,7.5
Jung Gun Joo,Flower Ever After,8.3,8.4,8.1,7.6,8.2
Jung Gun Joo,Monthly Magazine Home,7.3,8.5,7.9,5.5,7.1
Jung Gun Joo,Oh My Baby,7.8,8.4,7.7,4.2,7.5
Jung Gun Joo,The Best Ending,7.7,8.0,7.7,6.3,7.8
Jung Gun Joo,The Secret Romantic Guesthouse,8.7,8.9,7.8,6.9,8.5
Jung Gun Joo,W.H.Y.,8.8,9.0,9.0,6.7,8.5
Jung Gyu Woon,Oh My Venus,6.9,9.0,7.7,6.5,7.5
Jung Gyu Woon,You're Too Much,6.0,7.5,5.0,5.5,6.2
Jung Ha Joon,Want More 19,7.6,7.8,7.6,6.0,7.5
Jung Ha Kyung,You I Didn't Know,8.0,8.0,8.0,8.0,8.0
Jung Hae In,A Piece of Your Mind,7.8,9.4,8.5,7.0,8.1
Jung Hae In,Blood,6.0,6.5,5.8,4.4,6.4
Jung Hae In,D.P.,9.5,9.5,8.7,8.0,9.2
Jung Hae In,D.P. Season 2,8.0,9.5,8.8,6.8,8.4
Jung Hae In,Night Light,7.6,8.2,7.6,5.3,7.5
Jung Hae In,One Spring Night,8.3,9.0,8.2,7.0,8.0
Jung Hae In,Snowdrop,7.9,9.2,9.4,6.1,8.2
Jung Hae In,Something in the Rain,7.0,8.9,7.2,5.8,7.5
Jung Hae In,While You Were Sleeping,8.3,8.7,8.8,6.8,8.2
Jung Hae Kyun,Black Dog,8.5,9.3,8.0,5.9,8.2
Jung Hae Kyun,Eve,5.2,7.5,7.8,4.4,6.2
Jung Hae Kyun,Kill It,7.5,8.8,8.4,5.2,7.5
Jung Hae Kyun,Soul Mechanic,8.7,9.2,8.1,7.0,8.4
Jung Han Hun,Late Night Restaurant,9.4,9.4,8.9,9.3,9.4
Jung Han Yong,A Place in the Sun,8.0,8.0,5.8,6.3,7.7
Jung Han Yong,Night Light,7.6,8.2,7.6,5.3,7.5
Jung Han Yong,The Secret of My Love,4.2,5.5,2.8,1.0,2.2
Jung Heon,No Matter What,7.0,6.4,5.0,5.0,7.2
Jung Heon,Secrets of Women,4.5,4.8,3.8,1.0,4.5
Jung Heon,The Secret House,8.1,8.1,6.8,5.8,7.5
Jung Ho Yeon,Squid Game,5.8,8.0,6.9,4.6,6.4
Jung Hwi Young,22 Flower Road,7.6,8.7,6.9,7.5,8.2
Jung Hwi Young,4 Reasons Why I Hate Christmas,7.4,8.0,7.1,6.2,7.5
Jung Hwi Young,Ghostderella,7.0,8.5,7.0,6.5,7.2
Jung Hwi Young,Re-Feel,8.3,9.0,8.3,7.7,8.7
Jung Hwi Young,"Teacher, Would You Like to Date Me?",5.0,7.0,7.0,3.0,5.5
Jung Hye In,Rugal,6.0,8.0,6.5,4.8,6.7
Jung Hye In,Save the Family,4.0,4.0,1.0,1.0,4.0
Jung Hye Rin,Flat,8.9,8.9,8.0,8.1,8.9
Jung Hye Rin,IN-SEOUL Season 2,8.5,8.8,6.8,8.0,8.3
Jung Hye Rin,It's Okay to Be Sensitive Season 2,8.7,8.7,8.0,4.3,8.5
Jung Hye Sun,Hide and Seek,6.7,7.2,7.3,5.3,6.8
Jung Hye Sun,The Love in Your Eyes,6.1,7.8,6.0,4.5,6.1
Jung Hye Sung,A Daughter Just Like You,6.8,7.2,5.2,4.2,6.8
Jung Hye Sung,Doubtful Victory,5.3,7.3,7.3,3.2,5.8
Jung Hye Sung,Good Manager,9.8,9.9,9.4,9.4,9.8
Jung Hye Sung,"I Hate You, Juliet!",6.4,7.8,6.4,5.3,6.8
Jung Hye Sung,Joseon Exorcist,8.6,8.7,8.2,6.7,8.3
Jung Hye Sung,Manhole,7.2,7.4,5.6,4.8,6.8
Jung Hye Sung,New Normal Zine,2.0,3.0,2.0,1.0,2.0
Jung Hye Sung,Pegasus Market,8.7,9.0,8.5,7.0,8.6
Jung Hye Sung,Remember: War of the Son,8.2,8.6,7.3,5.5,8.2
Jung Hye Young,Goodbye to Goodbye,7.7,8.1,6.6,6.0,7.6
Jung Hyo Jun,"Romance, Talking",8.4,8.4,7.9,7.6,8.4
Jung Hyo Jun,Scene Number Paran,8.0,8.0,6.0,7.5,8.0
Jung Hyo Jun,Single & Ready to Mingle,6.6,7.4,6.1,4.9,6.9
Jung Hyo Jun,The Witch Store,7.5,6.7,8.7,4.5,7.3
Jung Hyung Suk,Dr. Park’s Clinic,7.8,8.9,7.1,7.1,7.6
Jung Il Hoon,Webtoon Hero - Tundra Show,8.5,7.5,5.5,6.0,8.0
Jung Il Woo,Bossam: Steal the Fate,7.6,8.8,8.5,6.2,7.8
Jung Il Woo,Cinderella and the Four Knights,5.8,7.6,7.7,4.1,6.3
Jung Il Woo,Good Job,7.0,8.1,7.5,5.8,7.5
Jung Il Woo,Haechi,9.1,9.0,8.0,8.2,9.2
Jung Il Woo,High-end Crush,8.3,9.0,7.6,7.5,8.7
Jung Il Woo,Sweet Munchies,5.5,7.6,7.1,3.8,5.8
Jung In Kyum,Born Again,9.0,9.5,9.2,7.0,9.0
Jung In Sun,Eulachacha Waikiki,8.4,9.5,8.5,7.8,8.6
Jung In Sun,How to Be Thirty,6.4,7.7,6.6,5.5,6.5
Jung In Sun,Let Me Be Your Knight,7.4,8.2,9.0,5.8,7.9
Jung In Sun,Naked Fireman,8.4,8.9,7.0,7.3,8.2
Jung In Sun,Psychopath Diary,8.0,8.5,7.7,7.0,7.8
Jung In Sun,Terius Behind Me,7.6,9.0,7.8,6.5,7.9
Jung In Tae,Everyday Loves,5.0,7.0,7.0,4.0,6.0
Jung Jae Eun,Nobleman Ryu's Wedding,6.5,7.7,7.0,5.1,6.9
Jung Jae Hyuk,Magic Cell Phone,4.7,4.3,4.2,2.0,4.7
Jung Jae Hyung,My Romantic Some Recipe,7.4,8.0,7.4,6.3,7.4
Jung Jae Oh,A Love So Beautiful,8.0,7.8,8.0,6.1,7.3
Jung Jae Oh,Ga Doo Ri’s Sushi Restaurant,6.7,8.2,7.2,6.7,7.4
Jung Jae Oh,Govengers,9.2,9.5,8.2,9.5,9.2
Jung Jae Soon,House of Bluebird,5.2,7.2,7.8,5.0,5.8
Jung Jae Young,Assembly,6.8,6.7,6.0,6.3,6.8
Jung Jae Young,Duel,8.5,9.5,7.6,7.6,8.5
Jung Jae Young,On the Verge of Insanity,8.6,9.3,7.8,7.8,8.6
Jung Jae Young,Partners for Justice,8.1,8.0,7.5,5.7,7.8
Jung Jae Young,Partners for Justice Season 2,9.0,9.2,9.2,8.8,8.8
Jung Ji So,Curtain Call,7.3,8.5,7.0,5.0,7.5
Jung Ji So,Imitation,7.5,7.8,7.9,5.8,7.5
Jung Ji So,The Cursed,7.9,8.8,6.9,6.0,8.2
Jung Ji Yeon,Happy Ending Romance,7.1,8.6,8.7,5.4,7.0
Jung Ji Yoon,Dr. Ian,5.8,6.7,6.1,3.5,5.6
Jung Jin,Starting Point of Dating,6.0,6.0,6.0,5.0,6.0
Jung Jin Woo,Our Dating Sim,8.3,9.3,8.3,9.1,9.2
Jung Jin Woon,Madame Antoine,6.0,7.6,7.0,3.9,6.0
Jung Jin Woon,Midnight Thriller,9.5,9.5,8.0,9.0,9.5
Jung Jin Young,Bulgasal: Immortal Souls,6.7,8.3,8.2,5.0,7.1
Jung Jin Young,Chief of Staff,8.9,9.4,8.3,7.2,8.9
Jung Jin Young,Glamorous Temptation,6.0,7.9,5.7,2.8,6.1
Jung Jin Young,Love Detective Sherlock K,3.5,7.0,3.5,1.0,4.0
Jung Jin Young,Love in the Moonlight,8.4,9.6,8.6,8.6,8.9
Jung Jin Young,May It Please the Court,9.3,9.8,8.6,8.4,9.3
Jung Jin Young,My First First Love,6.8,8.5,6.8,4.9,6.9
Jung Jin Young,My First First Love Season 2,6.3,7.9,7.3,5.2,6.7
Jung Jin Young,My Unfamiliar Family,8.2,8.8,7.9,6.7,8.2
Jung Jin Young,"Persevere, Goo Hae Ra",6.9,7.5,8.4,5.0,6.9
Jung Jin Young,Police University,6.9,7.8,6.9,5.0,7.0
Jung Jin Young,Shadow Detective Season 2,7.5,8.2,6.0,4.5,7.2
Jung Jin Young,Sketch,8.0,8.6,7.8,6.4,7.7
Jung Jin Young,Warm and Cozy,7.6,8.9,8.2,7.1,8.5
Jung Jin Young,Wind-Bell,7.8,8.6,7.2,6.5,7.9
Jung Jin Young,Yonder,8.4,9.1,8.2,7.0,8.7
Jung Joon Ho,"From Now On, Showtime!",8.7,8.9,8.2,7.8,8.7
Jung Joon Ho,SKY Castle,8.8,9.7,9.1,7.5,9.0
Jung Joon Ho,"Sweet, Savage Family",6.8,7.5,5.2,4.5,6.8
Jung Joon Ho,The Flower in Prison,9.2,9.2,8.8,9.2,9.3
Jung Joon Ho,The Tale of Nokdu,6.4,8.6,7.3,5.4,6.9
Jung Joon Ho,The Witch's Eye,8.5,8.0,8.5,5.8,8.0
